value;normdata_id;normdata_category;provider;docCount
"Schlesien";"";"";"Haus des Dokumentarfilms";"5"
"Schleswig-Holstein";"";"";"Haus des Dokumentarfilms";"8"
"Schleuder";"";"";"Haus des Dokumentarfilms";"1"
"Schleuse";"";"";"Haus des Dokumentarfilms";"2"
"Schleyer, Hanns-Martin";"";"";"Haus des Dokumentarfilms";"1"
"Schliersee";"";"";"Haus des Dokumentarfilms";"2"
"Schliffkopf";"";"";"Haus des Dokumentarfilms";"1"
"Schlitten";"";"";"Haus des Dokumentarfilms";"11"
"Schlittenfahren";"";"";"Haus des Dokumentarfilms";"1"
"Schlittenfahrt";"4209394-6";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Schlittenhund";"";"";"Haus des Dokumentarfilms";"1"
"Schlittenhunderennen";"";"";"Haus des Dokumentarfilms";"1"
"Schlittschuh";"";"";"Haus des Dokumentarfilms";"1"
"Schlittschuhlaufen";"";"";"Haus des Dokumentarfilms";"2"
"Schlittschuhläufer";"";"";"Haus des Dokumentarfilms";"2"
"Schlitztrommel";"";"";"Technische Informationsbibliothek (TIB)";"6"
"Schloss";"";"";"Haus des Dokumentarfilms";"20"
"Schloss  Hellenstein";"";"";"Haus des Dokumentarfilms";"1"
"Schloss (Gebäude)";"4052753-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Schloss Brenz";"";"";"Haus des Dokumentarfilms";"3"
"Schloss Bürgeln";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Ellwangen";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Heidelberg";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Hellenstein";"";"";"Haus des Dokumentarfilms";"3"
"Schloss Hohenbaden";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Hohenentringen";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Hohenschwangau";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Hohentübingen";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Hohenzollern";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Höchstädt";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Langenburg";"";"";"Haus des Dokumentarfilms";"3"
"Schloss Lichtenstein";"";"";"Haus des Dokumentarfilms";"5"
"Schloss Linderhof";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Mainau";"";"";"Haus des Dokumentarfilms";"3"
"Schloss Monrepos";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Montfort";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Morstein";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Neuschwanstein";"";"";"Haus des Dokumentarfilms";"5"
"Schloss Rheinsberg";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Sanssouci";"4132604-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Schloss Schwetzingen";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Schönbrunn";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Solitude";"";"";"Haus des Dokumentarfilms";"3"
"Schloss Stenhammar";"";"";"Haus des Dokumentarfilms";"1"
"Schloss Stocksberg";"";"";"Haus des Dokumentarfilms";"2"
"Schloss Stolzenfels";"";"";"Haus des Dokumentarfilms";"1"
"Schloss ob Ellwangen";"";"";"Haus des Dokumentarfilms";"1"
"Schloss- und Spielkartenmuseum Altenburg";"";"";"Haus des Dokumentarfilms";"1"
